??电视公告,#genre#
CHC动作电影,http://cg0.hunancatv.cn:9090/live/CHCDZDY_8000.m3u8
?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316076&srchost=172.16.22.158:8060&gid=ZF3q5L%2FmYWch1qWqTIPAjw%3D%3D$湖南广电
CHC家庭影院,http://cg11.hunancatv.cn:9090/live/CHCJTYY_8000.m3u8
?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316833&srchost=172.16.22.158:8060&gid=c%2BNqgq8pR1ZQ7ZzcmkS8%2BQ%3D%3D$湖南广电
重温经典,http://cg12.hunancatv.cn:9090/live/CWJD.m3u8
?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=1503359536318867014&srchost=172.16.22.158:8060&gid=OHehEP1KV9FqguWiPXrX6Q%3D%3D$湖南广电
天元围棋,http://dd.ddzb.fun/php/gzyx.php?id=350f4bdf893adc568aeb796b139af064
书画频道,http://dd.ddzb.fun/php/gzyx.php?id=f584a606a8cab35961e7f2744c096d9f
百姓健康,http://dd.ddzb.fun/php/gzyx.php?id=4842050ebaa8706a0ad6502f5d2597e7
收藏天下,http://dd.ddzb.fun/php/gzyx.php?id=0862fb9fad870bf0a849a9732216bdca
劲爆体育,http://dd.ddzb.fun/php/gzyx.php?id=5502a25d87fb30c220433805c239d7df
环球奇观,http://dd.ddzb.fun/php/gzyx.php?id=ec7d83b6c14da50a603c558004f7960d
早期教育,http://dd.ddzb.fun/php/gzyx.php?id=4f28027308b4ed133fa0a8a115482492
魅力音乐,http://dd.ddzb.fun/php/gzyx.php?id=62de8fa92b82977bd64850c6f8376d4f
都市剧场,http://dd.ddzb.fun/php/gzyx.php?id=45cd7a20f72e4333e9aaaa95884fd0b8
汽摩频道,http://dd.ddzb.fun/php/gzyx.php?id=000bee523b4d422dd2548cd7e4f41c75
梨园频道,http://dd.ddzb.fun/php/gzyx.php?id=96d98851b82ed72979d481afee653f96
金色频道,http://dd.ddzb.fun/php/gzyx.php?id=5cf268bd185728d97eba54e6964d3bb9
全纪实HD,http://dd.ddzb.fun/php/gzyx.php?id=deeefd1f564b33e3dd0311109327d130
英语辅导,http://dd.ddzb.fun/php/gzyx.php?id=ee3d229194011515d191c86424be3565
靓妆频道,http://dd.ddzb.fun/php/gzyx.php?id=fd50c539dbf66e7c62a184b58e55d346
车迷频道,http://dd.ddzb.fun/php/gzyx.php?id=581721a464fa6469a63c0781da576703
老年福,http://dd.ddzb.fun/php/gzyx.php?id=f85f6a5e0121d8257e23b3cca65ddd3b
体育赛事,http://dd.ddzb.fun/php/gzyx.php?id=0bd07f50e36135c1cf025311798cad9b
职业指南,http://dd.ddzb.fun/php/gzyx.php?id=29a07d1828d61288d409295537d150fb
四海钓鱼,http://dd.ddzb.fun/php/gzyx.php?id=51f69a8aaf2dd2a3d30ca2296ba4c163
环球旅游,http://dd.ddzb.fun/php/gzyx.php?id=9f6c9fc0d4db981b4a6da770e3e2a163
游戏竞技,http://dd.ddzb.fun/php/gzyx.php?id=914ccc86bfb5459881f4ea54affba70a
武术世界,http://dd.ddzb.fun/php/gzyx.php?id=5f6c99163e6e7d1fb2b68fada4da6999
文物宝库,http://dd.ddzb.fun/php/gzyx.php?id=33bb4266b52ee4b8a9d4ab6e28782366
快乐垂钓,http://dd.ddzb.fun/php/gzyx.php?id=5dd1c17a5f5c3f8ff243a2a8b4adc712
先锋乒羽,http://dd.ddzb.fun/php/gzyx.php?id=3a0a15c87f5a22a11d7156593afb8fc5
茶频道,http://dd.ddzb.fun/php/gzyx.php?id=2028ea2021b61551aeae542bcf73f7ba
七彩戏剧,http://dd.ddzb.fun/php/gzyx.php?id=4e43c567b014fad9425bc5094a3988c2
家庭理*,http://dd.ddzb.fun/php/gzyx.php?id=53b123567abc18bdd70618b00d433ca0
新娱乐,http://dd.ddzb.fun/php/gzyx.php?id=1b8c3109e65eba3b17c3a404fc65ac5b
欢笑剧场HD,http://dd.ddzb.fun/php/gzyx.php?id=5f677ff797fc4c5e6c59d6c861f6b07d
华视动漫,http://dd.ddzb.fun/php/gzyx.php?id=65fb16a948c29aa04cd1b3c1e6019b60
法治天地,http://dd.ddzb.fun/php/gzyx.php?id=bf1f392df64df3a97a294e83f465f028
彩民在线,http://dd.ddzb.fun/php/gzyx.php?id=7366a092905cedfb4c99b1a05ee84add
幸福彩,http://dd.ddzb.fun/php/gzyx.php?id=9f1066d48e587d9303f691670f12ddcc
东方财*,http://dd.ddzb.fun/php/gzyx.php?id=3407a8a12fdec9802dde5cc30f688898
国学频道,http://dd.ddzb.fun/php/gzyx.php?id=bc75f91f395b85e3d2c1136a9228c831
极速汽车,http://dd.ddzb.fun/php/gzyx.php?id=3d2d1b03c7dd6ed67fdc8305296e1963
游戏风云,http://dd.ddzb.fun/php/gzyx.php?id=2abb8a699d8073134830e425164d7f6d
动漫秀场,http://dd.ddzb.fun/php/gzyx.php?id=57e09be91d8b2f208e407b5abfa23b05
金鹰卡通,http://dd.ddzb.fun/php/gzyx.php?id=8b39e279c32ac7b183920278d1a2fc04
卡酷动画,http://dd.ddzb.fun/php/gzyx.php?id=c1e3c0a73311c171107b2e6444b6d104
嘉佳卡通,http://dd.ddzb.fun/php/gzyx.php?id=72c0f74fccd9259a12fb01bf47a66649
摄影频道,http://dd.ddzb.fun/php/gzyx.php?id=4c9fa17591dfd8dd736c80e87d6dc72b
CCTV-世界地理,http://dd.ddzb.fun/php/gzyx.php?id=6e407aeb2256f118cbc7500efb69ea37
CCTV-怀旧剧场,http://dd.ddzb.fun/php/gzyx.php?id=7a2b1c83b212fa4e2a68ce0c1c25c9f0
CCTV-第一剧场,http://dd.ddzb.fun/php/gzyx.php?id=155774022270441e808f7fe34a461113
CCTV-风云剧场,http://dd.ddzb.fun/php/gzyx.php?id=28b3dfac03626525db867cfe5efa6c08
CCTV-央视精品,http://dd.ddzb.fun/php/gzyx.php?id=df2c3d5ea40de75807e926c8764da0d0
CCTV-风云足球,http://dd.ddzb.fun/php/gzyx.php?id=9a4447cf2f6ad5e48a273929e3e12d79
CCTV-央视台球,http://dd.ddzb.fun/php/gzyx.php?id=db5ba3a40c2d5867978cc2db30f662a9
CCTV-高尔夫网球,http://dd.ddzb.fun/php/gzyx.php?id=739c8947f3ae1fff32001ea966c2fb0d
CCTV-风云音乐,http://dd.ddzb.fun/php/gzyx.php?id=55aa4e6799e5cf2e016d25ea298df515
CCTV-兵器科技,http://dd.ddzb.fun/php/gzyx.php?id=a0e5ccb15677fd5ecb6bfe15eeae94aa
CCTV-发现之旅,http://dd.ddzb.fun/php/gzyx.php?id=0d7c4ba0acfe86609acdbcb88ef54f3a
CCTV-卫生健康,http://dd.ddzb.fun/php/gzyx.php?id=d123a2c9a596930753a983f982e3e6fd
CCTV-中学生,http://dd.ddzb.fun/php/gzyx.php?id=6c099be5934da093a156f2d652954bdd
CCTV-老故事,http://dd.ddzb.fun/php/gzyx.php?id=d92287ad8f1851adbf7365becc0f6ca8
中国气象频道,http://dd.ddzb.fun/php/gzyx.php?id=9684959ac1679041f38f40552626a9c7
CCTV兵器科技,http://pan.inote.live:7000/udp/239.110.205.95:7896
CCTV兵器科技,http://pan.inote.live:7000/udp/239.111.205.74:5140
CCTV第一剧场,http://pan.inote.live:7000/udp/239.110.205.86:7932
CCTV第一剧场,http://pan.inote.live:7000/udp/239.111.205.65:5140
CCTV电视指南,http://pan.inote.live:7000/udp/239.111.205.76:5140
CCTV风云剧场,http://pan.inote.live:7000/udp/239.110.205.87:7928
CCTV风云剧场,http://pan.inote.live:7000/udp/239.111.205.66:5140
CCTV风云音乐,http://pan.inote.live:7000/udp/239.110.205.90:7916
CCTV风云音乐,http://pan.inote.live:7000/udp/239.111.205.69:5140
CCTV风云足球,http://pan.inote.live:7000/udp/239.110.205.89:7920
CCTV风云足球,http://pan.inote.live:7000/udp/239.111.205.68:5140
CCTV高尔夫网球,http://pan.inote.live:7000/udp/239.111.205.73:5140
CCTV高尔夫网球,http://pan.inote.live:7000/udp/239.110.205.94:7900
CCTV怀旧剧场,http://pan.inote.live:7000/udp/239.110.205.88:7924
CCTV怀旧剧场,http://pan.inote.live:7000/udp/239.111.205.67:5140
CCTV女性时尚,http://pan.inote.live:7000/udp/239.110.205.93:7904
CCTV女性时尚,http://pan.inote.live:7000/udp/239.111.205.72:5140
CCTV世界地理,http://pan.inote.live:7000/udp/239.110.205.92:7908
CCTV世界地理,http://pan.inote.live:7000/udp/239.111.205.71:5140
CCTV央视台球,http://pan.inote.live:7000/udp/239.110.205.91:7912
CCTV央视台球,http://pan.inote.live:7000/udp/239.111.205.70:5140
CCTV央视文化精品,http://pan.inote.live:7000/udp/239.111.205.75:5140
CCTV风云足球,http://www.lizhinas.top:8688/rtp/239.252.219.96:5140+
CCTV风云足球,http://111.61.236.247:9081/hls/58/index.m3u8

CCTV央视台球,http://www.lizhinas.top:8688/rtp/239.252.219.80:5140+
CCTV高尔夫网球,http://www.lizhinas.top:8688/rtp/239.252.219.95:5140+
CCTV风云音乐,http://www.lizhinas.top:8688/rtp/239.252.219.87:5140+
CCTV第一剧场,http://www.lizhinas.top:8688/rtp/239.252.219.86:5140+
CCTV风云剧场,http://www.lizhinas.top:8688/rtp/239.252.219.89:5140+
CCTV怀旧剧场,http://www.lizhinas.top:8688/rtp/239.252.219.90:5140+
CCTV女性时尚,http://www.lizhinas.top:8688/rtp/239.252.219.94:5140+
CCTV世界地理,http://111.61.236.247:9081/hls/62/index.m3u8

CCTV世界地理,http://www.lizhinas.top:8688/rtp/239.252.219.93:5140+
CCTV兵器科技,http://www.lizhinas.top:8688/rtp/239.252.219.98:5140+
CCTV文化精品,http://www.lizhinas.top:8688/rtp/239.252.219.81:5140+
CCTV电视指南,http://www.lizhinas.top:8688/rtp/239.252.219.97:5140+
CCTV文化精品,http://8.138.7.223/tv/hot.php?id=66$长沙联通
CCTV央视台球,http://8.138.7.223/tv/hot.php?id=67$长沙联通
CCTV世界地理,http://8.138.7.223/tv/hot.php?id=68$长沙联通
CCTV女性时尚,http://8.138.7.223/tv/hot.php?id=69$长沙联通
CCTV高尔夫网球,http://8.138.7.223/tv/hot.php?id=70$长沙联通
CCTV怀旧剧场,http://8.138.7.223/tv/hot.php?id=71$长沙联通
CCTV风云足球,http://8.138.7.223/tv/hot.php?id=72$长沙联通
CCTV风云音乐,http://8.138.7.223/tv/hot.php?id=73$长沙联通
CCTV风云剧场,http://8.138.7.223/tv/hot.php?id=74$长沙联通
CCTV第一剧场,http://8.138.7.223/tv/hot.php?id=75$长沙联通
CCTV兵器科教,http://8.138.7.223/tv/hot.php?id=76$长沙联通
武术世界,http://8.138.7.223/tv/hot.php?id=77$长沙联通
文物宝库,http://8.138.7.223/tv/hot.php?id=78$长沙联通
CCTV兵器科技,http://www.lizhinas.top:8688/rtp/239.252.219.98:5140$江西电信
CCTV世界地理,http://www.lizhinas.top:8688/rtp/239.252.219.93:5140$江西电信
CCTV央视台球,http://www.lizhinas.top:8688/rtp/239.252.219.80:5140$江西电信
CCTV高尔夫网球,http://www.lizhinas.top:8688/rtp/239.252.219.95:5140$江西电信
CCTV风云足球,http://www.lizhinas.top:8688/rtp/239.252.219.96:5140$江西电信
CCTV第一剧场,http://www.lizhinas.top:8688/rtp/239.252.219.86:5140$江西电信
CCTV女性时尚,http://www.lizhinas.top:8688/rtp/239.252.219.94:5140$江西电信
CCTV风云剧场,http://www.lizhinas.top:8688/rtp/239.252.219.89:5140$江西电信
CCTV风云音乐,http://www.lizhinas.top:8688/rtp/239.252.219.87:5140$江西电信
CCTV怀旧剧场,http://www.lizhinas.top:8688/rtp/239.252.219.90:5140$江西电信
CCTV文化精品,http://www.lizhinas.top:8688/rtp/239.252.219.81:5140$江西电信
CCTV电视指南,http://www.lizhinas.top:8688/rtp/239.252.219.97:5140$江西电信
CCTV兵器科技,http://8.138.7.223/tv/cqyx2.php?id=bqkjHD$重庆有线
CCTV第一剧场,http://8.138.7.223/tv/cqyx2.php?id=diyijuchangHD$重庆有线
CCTV怀旧剧场,http://8.138.7.223/tv/cqyx2.php?id=hjjcHD$重庆有线
CCTV风云剧场,http://8.138.7.223/tv/cqyx2.php?id=fyjcHD$重庆有线
CCTV风云剧场,http://8.138.7.223/tv/cqyx2.php?id=shandongHD$重庆有线
CCTV风云音乐,http://8.138.7.223/tv/cqyx2.php?id=fyyyHD$重庆有线
CCTV风云足球,http://8.138.7.223/tv/cqyx2.php?id=fyzqHD$重庆有线
CCTV央视文化精品,http://8.138.7.223/tv/cqyx2.php?id=yswhHD$重庆有线
CCTV高尔夫网球,http://8.138.7.223/tv/cqyx2.php?id=golfHD$重庆有线
CCTV女性时尚,http://8.138.7.223/tv/cqyx2.php?id=nvxing$重庆有线
CCTV央视台球,http://8.138.7.223/tv/cqyx2.php?id=ystqHD$重庆有线
央广购物,http://8.138.7.223/tv/cqyx2.php?id=yggw$重庆有线
中央新影-中学生,http://8.138.7.223/tv/cqyx2.php?id=qicai$重庆有线
中央新影-发现之旅,http://8.138.7.223/tv/cqyx2.php?id=faxian$重庆有线
中央新影-老故事,http://8.138.7.223/tv/cqyx2.php?id=gushi$重庆有线
书画,http://8.138.7.223/tv/cqyx2.php?id=shuhua$重庆有线
中国天气,http://8.138.7.223/tv/cqyx2.php?id=tianqiSD$重庆有线
CHC高清电影,http://8.138.7.223/tv/cqyx2.php?id=chcgqdyHD$重庆有线
CHC动作电影,http://8.138.7.223/tv/cqyx2.php?id=chcdzdyHD$重庆有线
CHC家庭影院,http://8.138.7.223/tv/cqyx2.php?id=chcjtyyHD$重庆有线
北京纪实科教,http://8.138.7.223/tv/cqyx2.php?id=bjayjsSD$重庆有线
卡酷少儿,http://8.138.7.223/tv/cqyx2.php?id=bjkakuSD$重庆有线
中华特产,http://8.138.7.223/tv/cqyx2.php?id=techan$重庆有线
生态环境,http://8.138.7.223/tv/cqyx2.php?id=shengtai$重庆有线
四海钓鱼,http://8.138.7.223/tv/cqyx2.php?id=diaoyu$重庆有线
车迷频道,http://8.138.7.223/tv/cqyx2.php?id=doxtv$重庆有线
百姓健康,http://8.138.7.223/tv/cqyx2.php?id=jiankangSD$重庆有线
环球奇观,http://8.138.7.223/tv/cqyx2.php?id=car$重庆有线
环球旅游,http://8.138.7.223/tv/cqyx2.php?id=huanqiulvyou$重庆有线
优优宝贝,http://8.138.7.223/tv/cqyx2.php?id=youxi$重庆有线
东方财经,http://8.138.7.223/tv/cqyx2.php?id=dfcj$重庆有线
欢笑剧场4K,http://8.138.7.223/tv/cqyx2.php?id=hxjc_4K$重庆有线
都市剧场,http://8.138.7.223/tv/cqyx2.php?id=dsjcHD$重庆有线
魅力足球,http://8.138.7.223/tv/cqyx2.php?id=mlzqHD$重庆有线
动漫秀场,http://8.138.7.223/tv/cqyx2.php?id=dmxcHD$重庆有线
游戏风云,http://8.138.7.223/tv/cqyx2.php?id=yxfyHD$重庆有线
生活时尚,http://8.138.7.223/tv/cqyx2.php?id=shenghuo$重庆有线
法治天地,http://8.138.7.223/tv/cqyx2.php?id=fazhi$重庆有线
金色学堂,http://8.138.7.223/tv/cqyx2.php?id=jinse$重庆有线
家有购物,http://8.138.7.223/tv/cqyx2.php?id=jygw$重庆有线
网络棋牌,http://8.138.7.223/tv/cqyx2.php?id=qipai$重庆有线
新动漫,http://8.138.7.223/tv/cqyx2.php?id=dongman$重庆有线
证券服务,http://8.138.7.223/tv/cqyx2.php?id=jiazheng$重庆有线
山东教育,http://8.138.7.223/tv/cqyx2.php?id=sdjiaoyuSD$重庆有线
收藏天下,http://8.138.7.223/tv/cqyx2.php?id=soucang$重庆有线
家家购物,http://8.138.7.223/tv/cqyx2.php?id=jjgw$重庆有线
国学频道,http://8.138.7.223/tv/cqyx2.php?id=guoxue$重庆有线
快乐垂钓,http://8.138.7.223/tv/cqyx2.php?id=klcdHD$重庆有线
金鹰卡通,http://8.138.7.223/tv/cqyx2.php?id=jinyingSD$重庆有线
先锋乒羽,http://8.138.7.223/tv/cqyx2.php?id=xianfeng$重庆有线
风尚购物,http://8.138.7.223/tv/cqyx2.php?id=fsgw$重庆有线
江苏靓妆,http://8.138.7.223/tv/cqyx2.php?id=liang$重庆有线
财富天下,http://8.138.7.223/tv/cqyx2.php?id=caifu$重庆有线
天元围棋,http://8.138.7.223/tv/cqyx2.php?id=weiqi$重庆有线
摄影频道,http://8.138.7.223/tv/cqyx2.php?id=sheying$重庆有线
求索纪录,http://8.138.7.223/tv/cqyx2.php?id=qsjlHD$重庆有线
CCTV兵器科技,http://222.217.246.118:8181/tsfile/live/1098_1.m3u8
?key=tvbox6_com&playlive=1&authid=0
CCTV电视指南,http://222.217.246.118:8181/tsfile/live/1099_1.m3u8
?key=tvbox6_com&playlive=1&authid=0
CCTV风云足球,http://222.217.246.118:8181/tsfile/live/1100_1.m3u8
?key=tvbox6_com&playlive=1&authid=0
CCTV央视台球,http://222.217.246.118:8181/tsfile/live/1101_1.m3u8
?key=tvbox6_com&playlive=1&authid=0
CCTV高尔夫网球,http://222.217.246.118:8181/tsfile/live/1102_1.m3u8
?key=tvbox6_com&playlive=1&authid=0
CCTV女性时尚,http://222.217.246.118:8181/tsfile/live/1103_1.m3u8
?key=tvbox6_com&playlive=1&authid=0
CCTV世界地理,http://222.217.246.118:8181/tsfile/live/1104_1.m3u8
?key=tvbox6_com&playlive=1&authid=0
CCTV怀旧剧场,http://222.217.246.118:8181/tsfile/live/1105_1.m3u8
?key=tvbox6_com&playlive=1&authid=0
CCTV风云剧场,http://222.217.246.118:8181/tsfile/live/1106_1.m3u8
?key=tvbox6_com&playlive=1&authid=0
CCTV央视精品,http://222.217.246.118:8181/tsfile/live/1107_1.m3u8
?key=tvbox6_com&playlive=1&authid=0
CCTV第一剧场,http://222.217.246.118:8181/tsfile/live/1108_1.m3u8
?key=tvbox6_com&playlive=1&authid=0
CCTV风云音乐,http://222.217.246.118:8181/tsfile/live/1110_1.m3u8
?key=tvbox6_com&playlive=1&authid=0
文物宝库,http://60.10.139.10:8801/hls/76/index.m3u8
$河北联通
环球奇观,http://60.10.139.10:8801/hls/75/index.m3u8
$河北联通
梨园频道,http://60.10.139.10:8801/hls/86/index.m3u8
$河北联通
早期教育,http://60.10.139.10:8801/hls/83/index.m3u8
$河北联通
CCTV老故事,http://60.10.139.10:8801/hls/74/index.m3u8
$河北联通
CCTV世界地理,http://60.10.139.10:8801/hls/73/index.m3u8
$河北联通
CCTV兵器科技,http://60.10.139.10:8801/hls/72/index.m3u8
$河北联通
CCTV高尔夫网球,http://60.10.139.10:8801/hls/70/index.m3u8
$河北联通
CCTV风云足球,http://60.10.139.10:8801/hls/69/index.m3u8
$河北联通
CCTV风云音乐,http://60.10.139.10:8801/hls/68/index.m3u8
$河北联通
CCTV怀旧剧场,http://60.10.139.10:8801/hls/67/index.m3u8
$河北联通
CCTV风云剧场,http://60.10.139.10:8801/hls/66/index.m3u8
$河北联通
CCTV第一剧场,http://60.10.139.10:8801/hls/65/index.m3u8
$河北联通
CCTV电视指南,http://60.10.139.10:8801/hls/64/index.m3u8
$河北联通
CCTV文化精品,http://60.10.139.10:8801/hls/83/index.m3u8
$河北联通
CCTV文化精品,http://60.10.139.10:8801/hls/80/index.m3u8
$河北联通
欢笑剧场4K,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000007000010001/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000007000010001
SiTV劲爆体育,http://gslbservzqhsw.itv.cmvideo.cn/5000000002000029972/1.m3u8
?channel-id=bestzb&Contentid=5000000002000029972&livemode=1&stbId=3
SiTV新闻综合,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031110/1.m3u8
?channel-id=bestzb&Contentid=5000000011000031110&livemode=1&stbId=3
SiTV上海都市,http://gslbservzqhsw.itv.cmvideo.cn/5000000010000018926/1.m3u8
?channel-id=bestzb&Contentid=5000000010000018926&livemode=1&stbId=3
SiTV五星体育,http://gslbservzqhsw.itv.cmvideo.cn/5000000010000017540/1.m3u8
?channel-id=bestzb&Contentid=5000000010000017540&livemode=1&stbId=3
SiTV上海ICS外语,http://gslbservzqhsw.itv.cmvideo.cn/5000000010000030951/1.m3u8
?channel-id=bestzb&Contentid=5000000010000030951&livemode=1&stbId=3
SiTV欢笑剧场4K,http://gslbservzqhsw.itv.cmvideo.cn/5000000007000010001/1.m3u8
?channel-id=bestzb&Contentid=5000000007000010001&livemode=1&stbId=3
SiTV七彩戏剧,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031116/1.m3u8
?channel-id=bestzb&Contentid=5000000011000031116&livemode=1&stbId=3
SiTV生活时尚,http://gslbservzqhsw.itv.cmvideo.cn/5000000002000019634/1.m3u8
?channel-id=bestzb&Contentid=5000000002000019634&livemode=1&stbId=3
SiTV纪实人文,http://gslbservzqhsw.itv.cmvideo.cn/5000000004000010282/1.m3u8
?channel-id=bestzb&Contentid=5000000004000010282&livemode=1&stbId=3
SiTV纪实人文,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265021/1.m3u8
?channel-id=ystenlive&Contentid=1000000005000265021&livemode=1&stbId=3
SiTV哈哈炫动,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031123/1.m3u8
?channel-id=bestzb&Contentid=5000000011000031123&livemode=1&stbId=3
SiTV第一财经,http://gslbservzqhsw.itv.cmvideo.cn/5000000010000027146/1.m3u8
?channel-id=bestzb&Contentid=5000000010000027146&livemode=1&stbId=3
SiTV东方财经,http://gslbservzqhsw.itv.cmvideo.cn/5000000007000010003/1.m3u8
?channel-id=bestzb&Contentid=5000000007000010003&livemode=1&stbId=3
SiTV东方影视,http://gslbservzqhsw.itv.cmvideo.cn/5000000010000032212/1.m3u8
?channel-id=bestzb&Contentid=5000000010000032212&livemode=1&stbId=3
SiTV魅力足球,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031207/1.m3u8
?channel-id=bestzb&Contentid=5000000011000031207&livemode=1&stbId=3
SiTV欢笑剧场,http://gslbservzqhsw.itv.cmvideo.cn/5000000002000009455/1.m3u8
?channel-id=bestzb&Contentid=5000000002000009455&livemode=1&stbId=3
SiTV动漫秀场,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031113/1.m3u8
?channel-id=bestzb&Contentid=5000000011000031113&livemode=1&stbId=3
SiTV都市剧场,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031111/1.m3u8
?channel-id=bestzb&Contentid=5000000011000031111&livemode=1&stbId=3
SiTV法治天地,http://gslbservzqhsw.itv.cmvideo.cn/9001547084732463424/1.m3u8
?channel-id=bestzb&Contentid=9001547084732463424&livemode=1&stbId=3
SiTV金色学堂,http://gslbservzqhsw.itv.cmvideo.cn/5000000010000026105/1.m3u8
?channel-id=bestzb&Contentid=5000000010000026105&livemode=1&stbId=3
SiTV乐游,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031112/1.m3u8
?channel-id=bestzb&Contentid=5000000011000031112&livemode=1&stbId=3
上视七彩戏剧,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000011000031116/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000011000031116
上视东方影视,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000010000032212/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000010000032212
上视东方财经,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000007000010003/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000007000010003
上视乐游,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000011000031112/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000011000031112
上视五星体育,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000010000017540/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000010000017540
上视动漫秀场,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000011000031113/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000011000031113
上视劲爆体育,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000002000029972/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000002000029972
上视哈哈炫动,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000011000031123/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000011000031123
上视国际频道,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000010000030951/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000010000030951
上视新闻综合,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000011000031110/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000011000031110
上视欢笑剧场,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000002000009455/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000002000009455
上视法治天地,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/9001547084732463424/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=9001547084732463424
上视游戏风云,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000011000031114/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000011000031114
上视生活时尚,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000002000019634/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000002000019634
上视第一财经,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000010000027146/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000010000027146
上视超级体育,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000001000004876/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000001000004876
上视都市剧场,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000011000031111/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000011000031111
上视都市频道,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000010000018926/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000010000018926
上视金色学堂,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000010000026105/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000010000026105
上视魅力足球,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000011000031207/index.m3u8
?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000011000031207
4KUHD,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8
?channel-id=ystenlive&Contentid=1000000004000011651&livemode=1&stbId=3
4KUHD,http://gslbservzqhsw.itv.cmvideo.cn/1000000004000011651/1.m3u8
?channel-id=ystenlive&Contentid=1000000004000011651&livemode=1&stbId=3
4KUHD,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/1000000004000011651/index.m3u8
?channel-id=ystenlive&livemode=1&stbId=4&Contentid=1000000004000011651
纪实科教,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265020/1.m3u8
?channel-id=ystenlive&Contentid=1000000005000265020&livemode=1&stbId=3
纪实科教,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000001910/1.m3u8
?channel-id=ystenlive&Contentid=1000000001000001910&livemode=1&stbId=3
卡酷少儿,http://gslbservzqhsw.itv.cmvideo.cn/7851974109718180595/1.m3u8
?channel-id=bestzb&Contentid=7851974109718180595&livemode=1&stbId=3
